sale_id,sale_date,sales_rep,region,product,deal_stage,lead_source,deal_value,quantity,discount_percent,days_to_close,customer_size,is_new_customer,satisfaction_score,final_value
1800,2024-08-12,Jack Thompson,North,Software License,Won,Email Campaign,43250.23,5,0,87,Small,False,2.8,43250.23
1047,2024-08-13,Ivy Anderson,Central,API Access,Pending,Social Media,34853.86,8,5,66,Small,False,1.5,33111.17
1633,2024-08-13,Alice Johnson,West,Software License,Pending,Email Campaign,19210.7,7,15,81,Small,True,1.1,16329.1
1609,2024-08-14,Ivy Anderson,East,Cloud Storage,Won,Social Media,14750.04,9,5,9,Medium,True,3.9,14012.54
1514,2024-08-14,Jack Thompson,West,Software License,Pending,Trade Show,20091.0,16,15,80,Large,True,2.6,17077.35
1297,2024-08-15,Alice Johnson,West,Premium Subscription,Won,Social Media,37085.03,5,5,51,Large,False,2.1,35230.78
1407,2024-08-16,Alice Johnson,East,Cloud Storage,Won,Cold Call,34979.79,1,5,39,Large,False,3.3,33230.8
1160,2024-08-16,Emma Davis,South,API Access,Won,Social Media,40713.34,18,10,58,Medium,False,3.4,36642.01
1845,2024-08-16,Bob Smith,North,API Access,Won,Social Media,23124.45,19,5,3,Medium,True,3.7,21968.23
1032,2024-08-16,Alice Johnson,West,Cloud Storage,Won,Trade Show,41461.19,15,5,15,Small,True,1.9,39388.13
1374,2024-08-16,Ivy Anderson,West,Training Package,Won,Cold Call,10116.54,1,0,47,Large,False,2.4,10116.54
1610,2024-08-16,Alice Johnson,South,API Access,Lost,Social Media,36372.46,6,10,83,Large,False,2.4,32735.21
1149,2024-08-17,Frank Miller,West,Support Plan,Won,Social Media,41347.96,19,25,69,Enterprise,True,1.3,31010.97
1189,2024-08-18,Grace Wilson,North,Software License,Won,Email Campaign,40260.62,6,5,32,Enterprise,True,2.5,38247.59
1217,2024-08-18,Carol Williams,South,Support Plan,Pending,Social Media,7528.72,14,5,53,Small,False,4.5,7152.28
1121,2024-08-18,Ivy Anderson,South,Hardware Bundle,Won,Trade Show,25854.63,16,5,33,Large,True,4.9,24561.9
1331,2024-08-18,Frank Miller,Central,Software License,Won,Trade Show,18482.0,7,5,26,Medium,True,1.3,17557.9
1658,2024-08-19,Bob Smith,South,Support Plan,Pending,Cold Call,26073.07,19,20,83,Enterprise,True,1.3,20858.46
1383,2024-08-19,Ivy Anderson,Central,Premium Subscription,Won,Cold Call,11415.18,10,10,18,Medium,False,3.4,10273.66
1758,2024-08-19,Frank Miller,West,API Access,Won,Cold Call,32852.55,3,0,28,Large,False,4.0,32852.55
1640,2024-08-19,Carol Williams,East,Cloud Storage,Won,Email Campaign,36094.24,9,10,23,Small,True,3.8,32484.82
1979,2024-08-19,Frank Miller,East,Cloud Storage,Lost,Email Campaign,884.45,12,0,10,Small,True,1.5,884.45
1660,2024-08-19,Frank Miller,East,Support Plan,Pending,Social Media,26101.87,16,5,52,Medium,True,4.5,24796.78
1607,2024-08-20,Bob Smith,East,API Access,Won,Trade Show,44723.53,3,25,19,Large,False,3.9,33542.65
1360,2024-08-20,Henry Taylor,Central,Software License,Won,Referral,6220.14,14,10,52,Small,True,1.9,5598.13
1036,2024-08-21,Ivy Anderson,East,Hardware Bundle,Lost,Website,35117.3,12,25,56,Large,True,2.9,26337.98
1307,2024-08-22,Jack Thompson,West,Hardware Bundle,Lost,Social Media,16375.86,1,0,43,Large,False,2.8,16375.86
1372,2024-08-22,Alice Johnson,South,Hardware Bundle,Lost,Social Media,29814.96,9,15,17,Medium,False,4.9,25342.72
1728,2024-08-23,Frank Miller,Central,Training Package,Won,Referral,6476.96,19,25,14,Small,False,4.9,4857.72
1737,2024-08-23,Alice Johnson,North,Training Package,Won,Referral,11150.2,16,5,33,Small,True,5.0,10592.69
1544,2024-08-23,Ivy Anderson,Central,Consulting Hours,Won,Trade Show,42184.29,8,5,46,Large,False,2.6,40075.08
1568,2024-08-23,Frank Miller,Central,Hardware Bundle,Won,Trade Show,15660.26,12,0,80,Enterprise,False,4.1,15660.26
1506,2024-08-24,Grace Wilson,Central,API Access,Lost,Cold Call,11346.74,15,15,68,Large,False,2.6,9644.73
1696,2024-08-24,Grace Wilson,South,Software License,Won,Cold Call,16152.65,16,5,89,Medium,False,4.6,15345.02
1138,2024-08-25,Frank Miller,Central,Cloud Storage,Pending,Cold Call,36442.51,11,10,73,Small,True,3.3,32798.26
1509,2024-08-25,Henry Taylor,South,Support Plan,Pending,Social Media,24492.13,11,15,37,Enterprise,False,3.4,20818.31
1880,2024-08-26,Henry Taylor,East,Consulting Hours,Lost,Email Campaign,23875.21,15,0,80,Small,False,4.8,23875.21
1490,2024-08-26,Alice Johnson,North,API Access,Won,Social Media,49295.53,9,0,73,Medium,False,1.6,49295.53
1936,2024-08-26,Henry Taylor,North,Training Package,Pending,Trade Show,32890.15,3,25,53,Small,True,2.2,24667.61
1195,2024-08-26,Frank Miller,Central,Premium Subscription,Won,Cold Call,32098.35,7,25,88,Large,False,2.6,24073.76
1406,2024-08-26,Emma Davis,West,Software License,Lost,Referral,41384.08,14,0,37,Small,False,4.4,41384.08
1342,2024-08-27,Bob Smith,East,Support Plan,Pending,Website,33863.87,16,0,37,Large,False,1.8,33863.87
1588,2024-08-27,Ivy Anderson,East,API Access,Won,Trade Show,9597.34,3,10,85,Small,True,3.1,8637.61
1632,2024-08-28,Frank Miller,North,API Access,Won,Cold Call,41484.83,1,20,19,Large,True,3.6,33187.86
1554,2024-08-29,Ivy Anderson,South,API Access,Won,Social Media,34179.03,19,0,84,Small,True,3.0,34179.03
1826,2024-08-29,David Brown,South,Consulting Hours,Pending,Referral,853.53,12,10,33,Small,False,3.3,768.18
1831,2024-08-30,Carol Williams,Central,Consulting Hours,Won,Email Campaign,13110.06,7,10,84,Large,False,1.9,11799.05
1224,2024-08-30,Jack Thompson,West,Support Plan,Won,Referral,17814.91,8,15,31,Large,True,1.2,15142.67
1810,2024-08-30,David Brown,Central,Support Plan,Pending,Email Campaign,41223.79,6,5,51,Large,False,2.4,39162.6
1467,2024-08-31,Bob Smith,East,Premium Subscription,Won,Referral,25349.41,4,15,49,Small,False,2.9,21547.0
1694,2024-09-01,David Brown,Central,Hardware Bundle,Lost,Email Campaign,36102.1,17,20,83,Small,False,1.0,28881.68
1397,2024-09-01,Alice Johnson,Central,Training Package,Won,Social Media,31201.95,10,25,89,Large,True,2.4,23401.46
1590,2024-09-01,Jack Thompson,South,Cloud Storage,Lost,Trade Show,24616.99,15,20,9,Enterprise,True,3.6,19693.59
1155,2024-09-02,Emma Davis,Central,Hardware Bundle,Lost,Social Media,32257.64,9,0,16,Small,False,2.1,32257.64
1566,2024-09-02,Jack Thompson,West,Support Plan,Lost,Referral,46465.55,7,15,35,Medium,False,1.5,39495.72
1205,2024-09-02,Alice Johnson,North,Consulting Hours,Pending,Cold Call,20388.76,10,25,52,Medium,False,1.8,15291.57
1237,2024-09-02,Carol Williams,East,Premium Subscription,Won,Social Media,13154.14,3,5,52,Small,False,3.9,12496.43
1893,2024-09-02,Frank Miller,North,API Access,Won,Social Media,1690.04,3,0,9,Enterprise,False,1.1,1690.04
1345,2024-09-03,Carol Williams,Central,Support Plan,Won,Trade Show,36037.67,1,15,8,Enterprise,False,3.5,30632.02
1090,2024-09-03,Jack Thompson,West,Consulting Hours,Won,Website,1223.15,7,15,3,Small,False,1.9,1039.68
1033,2024-09-03,Henry Taylor,North,Software License,Won,Website,13099.76,11,15,46,Large,True,2.2,11134.8
1457,2024-09-04,Ivy Anderson,South,Consulting Hours,Lost,Referral,14477.21,17,25,33,Large,False,2.6,10857.91
1006,2024-09-04,Jack Thompson,South,Hardware Bundle,Won,Website,33950.18,3,5,43,Small,False,1.4,32252.67
1550,2024-09-05,Henry Taylor,Central,Consulting Hours,Lost,Website,10746.18,15,25,52,Medium,False,3.0,8059.64
1080,2024-09-05,David Brown,North,Support Plan,Lost,Social Media,22081.76,2,15,75,Small,False,4.2,18769.5
1399,2024-09-05,Jack Thompson,Central,Cloud Storage,Lost,Referral,24168.87,13,15,2,Small,True,4.7,20543.54
1651,2024-09-05,David Brown,West,Premium Subscription,Won,Trade Show,31052.37,9,20,39,Small,True,2.2,24841.9
1174,2024-09-05,Frank Miller,Central,API Access,Won,Cold Call,33633.17,12,20,2,Medium,False,4.6,26906.54
1035,2024-09-05,Henry Taylor,East,Premium Subscription,Won,Social Media,2644.11,3,0,46,Enterprise,True,4.3,2644.11
1069,2024-09-06,Frank Miller,West,Hardware Bundle,Lost,Social Media,16145.85,16,0,54,Small,True,4.3,16145.85
1347,2024-09-06,David Brown,West,Consulting Hours,Won,Referral,16650.97,7,25,83,Enterprise,False,4.8,12488.23
1652,2024-09-06,Alice Johnson,South,Hardware Bundle,Won,Website,44297.99,3,20,68,Small,True,2.0,35438.39
1905,2024-09-07,Emma Davis,Central,Software License,Won,Email Campaign,3358.18,1,20,6,Enterprise,False,3.1,2686.54
1022,2024-09-07,Carol Williams,West,Consulting Hours,Won,Email Campaign,35185.91,4,10,59,Enterprise,True,3.4,31667.32
1542,2024-09-07,Frank Miller,West,API Access,Won,Social Media,9331.6,16,15,53,Small,True,3.1,7931.86
1458,2024-09-07,Bob Smith,North,Premium Subscription,Won,Trade Show,4507.21,10,15,38,Large,False,2.8,3831.13
1702,2024-09-07,Ivy Anderson,North,API Access,Won,Email Campaign,31461.16,7,0,22,Enterprise,False,2.9,31461.16
1328,2024-09-07,Frank Miller,Central,API Access,Won,Email Campaign,21693.68,2,20,89,Large,False,1.0,17354.94
1788,2024-09-07,Emma Davis,North,Cloud Storage,Won,Website,25967.24,19,10,26,Large,True,4.3,23370.52
1293,2024-09-09,Grace Wilson,Central,Cloud Storage,Pending,Referral,14088.08,12,0,84,Small,True,1.5,14088.08
1975,2024-09-09,Frank Miller,West,API Access,Won,Social Media,634.05,12,15,61,Medium,True,2.7,538.94
1613,2024-09-09,Henry Taylor,Central,Support Plan,Pending,Cold Call,16141.86,6,5,82,Enterprise,True,4.0,15334.77
1833,2024-09-10,Frank Miller,South,API Access,Won,Referral,35427.96,11,15,42,Small,False,3.7,30113.77
1835,2024-09-10,Bob Smith,Central,Software License,Won,Trade Show,6670.05,19,5,25,Medium,False,1.3,6336.55
1304,2024-09-10,Frank Miller,West,Software License,Won,Cold Call,26980.85,18,15,58,Medium,True,5.0,22933.72
1418,2024-09-11,Jack Thompson,South,Support Plan,Won,Website,21586.88,1,0,74,Medium,True,1.8,21586.88
1533,2024-09-11,Alice Johnson,West,Hardware Bundle,Won,Website,46966.37,17,15,74,Large,True,2.0,39921.41
1743,2024-09-12,Grace Wilson,South,Cloud Storage,Won,Referral,15860.2,16,15,31,Enterprise,False,1.9,13481.17
1713,2024-09-12,Bob Smith,South,Software License,Pending,Email Campaign,10697.28,11,20,41,Small,False,1.1,8557.82
1231,2024-09-13,Bob Smith,East,Software License,Won,Referral,48890.7,14,25,30,Medium,False,4.5,36668.02
1220,2024-09-13,Henry Taylor,West,Training Package,Won,Email Campaign,30794.42,13,25,74,Small,False,3.0,23095.82
1946,2024-09-13,Bob Smith,East,Hardware Bundle,Won,Trade Show,36049.31,18,10,76,Small,False,3.4,32444.38
1182,2024-09-13,Alice Johnson,East,Consulting Hours,Won,Website,4670.64,3,0,63,Small,True,1.7,4670.64
1247,2024-09-14,Henry Taylor,Central,Consulting Hours,Won,Email Campaign,23963.31,1,10,86,Small,False,4.4,21566.98
1112,2024-09-16,Henry Taylor,East,API Access,Won,Website,7312.67,13,5,51,Medium,False,3.3,6947.04
1704,2024-09-16,Frank Miller,South,Cloud Storage,Lost,Social Media,18963.49,5,5,3,Small,True,1.6,18015.32
1235,2024-09-16,Ivy Anderson,East,Premium Subscription,Lost,Cold Call,11465.1,10,15,79,Small,False,1.3,9745.34
1073,2024-09-17,Carol Williams,South,Consulting Hours,Lost,Social Media,15139.5,17,25,82,Large,False,2.8,11354.62
1751,2024-09-17,Jack Thompson,East,API Access,Won,Social Media,20554.85,16,25,41,Enterprise,False,4.9,15416.14
1635,2024-09-17,Jack Thompson,West,Hardware Bundle,Won,Cold Call,23579.54,5,0,49,Large,True,1.3,23579.54
1908,2024-09-17,Alice Johnson,West,Training Package,Won,Trade Show,13947.38,8,5,5,Small,False,3.4,13250.01
1223,2024-09-18,Carol Williams,South,Support Plan,Won,Email Campaign,4010.34,11,10,79,Medium,False,4.7,3609.31
1977,2024-09-18,Frank Miller,West,Support Plan,Pending,Email Campaign,19354.07,11,10,27,Medium,False,1.4,17418.66
1666,2024-09-18,David Brown,South,API Access,Won,Website,8903.08,7,0,32,Medium,False,3.9,8903.08
1474,2024-09-19,Henry Taylor,Central,Premium Subscription,Pending,Trade Show,43694.98,2,10,12,Large,False,5.0,39325.48
1759,2024-09-20,Ivy Anderson,North,Training Package,Won,Email Campaign,14062.44,6,20,83,Small,True,2.9,11249.95
1818,2024-09-20,Ivy Anderson,West,Training Package,Won,Cold Call,25902.9,18,5,2,Small,True,4.7,24607.76
1574,2024-09-21,Carol Williams,North,Software License,Won,Website,41171.26,1,20,45,Small,False,1.5,32937.01
1060,2024-09-21,Alice Johnson,West,Training Package,Won,Cold Call,35863.5,11,0,89,Large,True,3.4,35863.5
1881,2024-09-22,Alice Johnson,North,Consulting Hours,Lost,Trade Show,35787.68,15,20,64,Large,True,1.8,28630.14
1782,2024-09-22,Jack Thompson,Central,Consulting Hours,Won,Email Campaign,46731.91,18,10,4,Large,True,3.5,42058.72
1134,2024-09-22,Frank Miller,South,Support Plan,Won,Website,9531.67,6,25,21,Enterprise,False,3.5,7148.75
1296,2024-09-23,Carol Williams,East,Hardware Bundle,Lost,Trade Show,22884.02,1,20,82,Small,False,4.6,18307.22
1083,2024-09-23,Alice Johnson,North,Cloud Storage,Pending,Email Campaign,3835.16,8,15,83,Small,True,2.4,3259.89
1275,2024-09-23,Carol Williams,East,Consulting Hours,Won,Social Media,41200.29,15,25,52,Medium,True,2.1,30900.22
1705,2024-09-27,Emma Davis,North,Software License,Won,Social Media,10847.33,16,0,87,Medium,False,2.6,10847.33
1918,2024-09-27,Bob Smith,North,Support Plan,Won,Website,1932.74,18,0,8,Medium,True,1.3,1932.74
1986,2024-09-27,Henry Taylor,North,Software License,Won,Email Campaign,21160.89,2,5,86,Large,False,2.2,20102.85
1665,2024-09-28,Emma Davis,South,Consulting Hours,Pending,Social Media,13627.82,2,10,44,Small,True,3.6,12265.04
1082,2024-09-28,Ivy Anderson,South,API Access,Won,Trade Show,29687.85,17,25,71,Large,False,3.5,22265.89
1123,2024-09-29,Henry Taylor,Central,Cloud Storage,Pending,Trade Show,46619.05,9,20,36,Medium,True,2.1,37295.24
1885,2024-09-29,Ivy Anderson,East,Training Package,Lost,Cold Call,39812.03,12,10,43,Enterprise,False,3.1,35830.83
1864,2024-09-29,Emma Davis,South,Support Plan,Lost,Social Media,13504.69,2,5,55,Large,True,4.9,12829.46
1525,2024-09-30,Emma Davis,East,Premium Subscription,Pending,Referral,3162.21,14,5,76,Small,False,2.3,3004.1
1078,2024-09-30,David Brown,North,Premium Subscription,Won,Referral,39639.21,6,0,57,Large,True,1.9,39639.21
1010,2024-09-30,Bob Smith,South,Hardware Bundle,Won,Trade Show,31823.73,8,20,84,Large,True,3.0,25458.98
1393,2024-09-30,Frank Miller,Central,Consulting Hours,Lost,Cold Call,35444.83,14,0,3,Large,False,2.8,35444.83
1595,2024-09-30,Jack Thompson,South,Cloud Storage,Won,Cold Call,7250.33,10,5,16,Large,False,4.4,6887.81
1889,2024-10-01,Alice Johnson,East,Training Package,Lost,Trade Show,28723.99,7,25,19,Enterprise,False,3.5,21542.99
1118,2024-10-01,Jack Thompson,Central,Consulting Hours,Lost,Email Campaign,18150.28,5,10,43,Enterprise,True,1.9,16335.25
1624,2024-10-02,David Brown,East,Consulting Hours,Pending,Cold Call,23149.98,14,0,33,Medium,False,2.6,23149.98
1733,2024-10-02,Bob Smith,North,Hardware Bundle,Won,Website,40746.61,4,5,55,Enterprise,False,1.7,38709.28
1088,2024-10-02,Frank Miller,East,API Access,Pending,Trade Show,35887.53,15,10,20,Enterprise,False,3.1,32298.78
1557,2024-10-02,Ivy Anderson,West,Consulting Hours,Won,Website,37123.46,6,10,54,Large,False,3.6,33411.11
1564,2024-10-02,Henry Taylor,South,Cloud Storage,Pending,Social Media,41908.28,3,15,37,Small,False,3.5,35622.04
1537,2024-10-02,Bob Smith,Central,Cloud Storage,Won,Trade Show,21205.41,7,0,12,Large,False,3.6,21205.41
1475,2024-10-03,Ivy Anderson,Central,Support Plan,Lost,Trade Show,4811.91,15,15,69,Large,False,4.8,4090.12
1218,2024-10-03,David Brown,East,Hardware Bundle,Pending,Website,15559.97,1,10,78,Small,False,1.3,14003.97
1130,2024-10-03,Jack Thompson,East,Training Package,Lost,Referral,7992.87,6,20,63,Medium,False,4.4,6394.3
1070,2024-10-03,Frank Miller,North,Premium Subscription,Won,Cold Call,31534.94,12,0,14,Medium,True,2.8,31534.94
1857,2024-10-03,Grace Wilson,West,Hardware Bundle,Lost,Trade Show,24626.61,14,0,4,Small,False,3.4,24626.61
1643,2024-10-05,Alice Johnson,South,Premium Subscription,Won,Trade Show,12919.07,7,10,59,Small,False,2.3,11627.16
1698,2024-10-05,David Brown,South,Training Package,Won,Trade Show,24077.96,10,0,61,Small,True,3.9,24077.96
1332,2024-10-05,Henry Taylor,Central,Training Package,Won,Email Campaign,22213.05,15,0,72,Small,False,1.0,22213.05
1209,2024-10-05,Alice Johnson,North,API Access,Lost,Cold Call,39756.62,5,15,44,Enterprise,False,1.2,33793.13
1967,2024-10-05,Alice Johnson,Central,Cloud Storage,Won,Referral,836.43,19,15,17,Large,False,3.7,710.97
1706,2024-10-05,Emma Davis,South,Hardware Bundle,Lost,Email Campaign,34941.85,3,15,85,Enterprise,True,2.5,29700.57
1469,2024-10-05,Grace Wilson,West,Hardware Bundle,Won,Email Campaign,29158.78,14,0,72,Medium,False,2.5,29158.78
1596,2024-10-06,Ivy Anderson,South,Training Package,Won,Email Campaign,36536.61,17,15,2,Enterprise,False,3.6,31056.12
1776,2024-10-07,Jack Thompson,North,Support Plan,Won,Email Campaign,17277.77,8,10,53,Large,False,3.3,15549.99
1481,2024-10-07,Alice Johnson,Central,Support Plan,Won,Social Media,9921.68,11,5,1,Large,False,4.2,9425.6
1145,2024-10-07,Frank Miller,North,Software License,Won,Email Campaign,837.33,1,20,81,Small,True,1.1,669.86
1575,2024-10-08,Jack Thompson,East,Cloud Storage,Won,Website,5518.3,18,10,26,Small,False,2.8,4966.47
1355,2024-10-08,Henry Taylor,West,API Access,Lost,Trade Show,37025.08,18,20,30,Medium,False,1.2,29620.06
1964,2024-10-08,Bob Smith,South,Hardware Bundle,Won,Referral,2871.74,1,20,29,Small,False,4.8,2297.39
1591,2024-10-08,David Brown,Central,Consulting Hours,Lost,Social Media,1725.86,10,20,77,Large,False,2.4,1380.69
1491,2024-10-08,Emma Davis,Central,Support Plan,Won,Trade Show,39668.57,1,0,56,Small,True,2.7,39668.57
1726,2024-10-09,Ivy Anderson,West,Cloud Storage,Lost,Website,31910.55,1,15,78,Medium,False,4.3,27123.97
1212,2024-10-09,Bob Smith,East,Premium Subscription,Lost,Trade Show,46726.36,8,25,82,Enterprise,False,4.2,35044.77
1551,2024-10-09,Carol Williams,South,Consulting Hours,Won,Email Campaign,42644.58,2,5,89,Enterprise,False,4.9,40512.35
1684,2024-10-09,Emma Davis,Central,Support Plan,Won,Trade Show,1022.28,15,0,18,Enterprise,False,1.5,1022.28
1987,2024-10-10,Frank Miller,South,Software License,Won,Email Campaign,15828.61,12,25,81,Large,False,4.7,11871.46
1186,2024-10-10,Bob Smith,Central,Training Package,Pending,Email Campaign,43626.96,11,0,81,Medium,True,3.8,43626.96
1175,2024-10-10,Henry Taylor,North,Software License,Lost,Cold Call,11948.36,8,20,27,Large,True,2.4,9558.69
1213,2024-10-10,Frank Miller,East,Software License,Won,Email Campaign,20410.07,16,10,47,Small,False,2.0,18369.06
1939,2024-10-11,Frank Miller,East,API Access,Won,Trade Show,22780.44,14,25,32,Large,False,4.9,17085.33
1790,2024-10-11,Carol Williams,Central,Hardware Bundle,Won,Referral,23610.47,11,0,4,Small,True,1.4,23610.47
1318,2024-10-11,Frank Miller,Central,Support Plan,Won,Referral,47725.09,5,15,29,Enterprise,True,1.7,40566.33
1903,2024-10-12,Carol Williams,West,Cloud Storage,Won,Referral,3257.49,4,25,1,Small,False,4.3,2443.12
1670,2024-10-12,Emma Davis,South,Software License,Lost,Website,9009.67,5,15,69,Small,True,4.9,7658.22
1125,2024-10-12,David Brown,East,Support Plan,Won,Trade Show,40285.88,7,25,20,Medium,True,4.6,30214.41
1287,2024-10-12,Jack Thompson,South,Software License,Won,Email Campaign,12107.72,9,10,79,Large,True,3.9,10896.95
1543,2024-10-12,Henry Taylor,North,Consulting Hours,Lost,Cold Call,5853.67,7,0,61,Medium,False,1.5,5853.67
1701,2024-10-13,Frank Miller,North,Training Package,Won,Email Campaign,15251.34,18,10,33,Enterprise,False,4.5,13726.21
1926,2024-10-13,Grace Wilson,North,Training Package,Won,Cold Call,9781.47,6,20,50,Enterprise,False,1.1,7825.18
1962,2024-10-14,Jack Thompson,North,Hardware Bundle,Won,Referral,7378.97,15,15,82,Enterprise,False,4.0,6272.12
1439,2024-10-14,Bob Smith,South,Software License,Won,Email Campaign,18339.5,2,5,78,Large,False,3.8,17422.52
1942,2024-10-14,Grace Wilson,Central,Consulting Hours,Won,Cold Call,19744.04,19,15,16,Small,False,2.1,16782.43
1668,2024-10-14,Carol Williams,North,Hardware Bundle,Lost,Email Campaign,21247.24,15,15,64,Small,False,2.9,18060.15
1783,2024-10-14,Carol Williams,West,Hardware Bundle,Won,Trade Show,6987.4,5,5,34,Large,False,1.3,6638.03
1312,2024-10-15,Frank Miller,Central,Support Plan,Won,Trade Show,20232.8,19,10,83,Small,True,3.9,18209.52
1605,2024-10-15,Bob Smith,East,Hardware Bundle,Won,Website,7273.84,16,15,30,Large,False,4.8,6182.76
1173,2024-10-16,Carol Williams,Central,Hardware Bundle,Won,Email Campaign,3161.73,6,25,34,Enterprise,False,1.7,2371.3
1141,2024-10-16,Emma Davis,East,Cloud Storage,Lost,Website,10725.76,1,10,89,Medium,False,3.5,9653.18
1108,2024-10-16,Jack Thompson,North,Consulting Hours,Won,Social Media,7079.94,9,15,38,Large,False,2.3,6017.95
1146,2024-10-16,Grace Wilson,West,Cloud Storage,Lost,Referral,26408.66,11,20,25,Large,False,4.2,21126.93
1911,2024-10-16,Jack Thompson,East,Software License,Lost,Cold Call,4982.69,5,0,18,Medium,False,2.0,4982.69
1337,2024-10-18,Jack Thompson,West,Hardware Bundle,Won,Cold Call,42079.89,9,20,1,Medium,False,3.8,33663.91
1271,2024-10-18,Emma Davis,South,Hardware Bundle,Pending,Cold Call,5717.56,15,25,3,Small,True,5.0,4288.17
1674,2024-10-18,Frank Miller,East,Training Package,Lost,Cold Call,16210.75,18,5,51,Enterprise,False,2.5,15400.21
1851,2024-10-18,Frank Miller,North,Training Package,Lost,Website,39703.66,19,15,64,Large,False,2.3,33748.11
1179,2024-10-18,Frank Miller,North,Cloud Storage,Lost,Website,9267.79,1,15,23,Medium,False,1.6,7877.62
1570,2024-10-18,Emma Davis,North,Hardware Bundle,Won,Cold Call,34961.53,3,25,85,Large,False,1.7,26221.15
1194,2024-10-18,David Brown,North,Premium Subscription,Won,Social Media,31436.5,1,5,24,Small,True,2.6,29864.68
1922,2024-10-18,Bob Smith,Central,Premium Subscription,Won,Email Campaign,25936.39,18,5,55,Large,False,3.5,24639.57
1188,2024-10-19,Alice Johnson,West,API Access,Lost,Cold Call,39269.17,6,25,64,Small,True,2.9,29451.88
1597,2024-10-20,Carol Williams,East,Training Package,Won,Cold Call,40750.81,19,20,72,Medium,True,2.4,32600.65
1820,2024-10-20,Jack Thompson,East,Training Package,Lost,Social Media,48676.41,10,20,21,Small,True,4.4,38941.13
1931,2024-10-21,Henry Taylor,South,API Access,Lost,Referral,9512.12,10,15,80,Large,False,1.1,8085.3
1775,2024-10-21,Ivy Anderson,East,Support Plan,Won,Email Campaign,1324.69,14,20,56,Medium,True,2.2,1059.75
1028,2024-10-21,Ivy Anderson,Central,Cloud Storage,Pending,Social Media,10341.3,2,25,45,Large,True,1.7,7755.98
1455,2024-10-22,David Brown,Central,API Access,Lost,Referral,12390.86,6,25,1,Enterprise,True,4.4,9293.14
1084,2024-10-22,Emma Davis,Central,Hardware Bundle,Lost,Email Campaign,41661.27,5,10,57,Medium,True,1.5,37495.14
1147,2024-10-22,Ivy Anderson,Central,Training Package,Won,Referral,46114.91,6,5,59,Large,False,2.0,43809.16
1898,2024-10-23,Emma Davis,East,Consulting Hours,Lost,Email Campaign,43425.28,8,10,45,Enterprise,False,2.9,39082.75
1473,2024-10-23,Ivy Anderson,South,Software License,Lost,Social Media,11220.67,8,5,65,Large,True,1.9,10659.64
1309,2024-10-23,Bob Smith,South,Hardware Bundle,Lost,Cold Call,14332.54,16,25,51,Medium,False,2.8,10749.4
1600,2024-10-24,Jack Thompson,North,Cloud Storage,Lost,Social Media,19584.9,6,15,77,Large,True,4.9,16647.16
1900,2024-10-24,Jack Thompson,South,API Access,Won,Social Media,12217.41,13,5,80,Large,True,1.5,11606.54
1865,2024-10-24,Emma Davis,North,Premium Subscription,Won,Social Media,23876.3,15,25,12,Medium,False,3.4,17907.22
1727,2024-10-24,Frank Miller,West,Support Plan,Pending,Social Media,31248.72,17,15,57,Enterprise,False,3.3,26561.41
1448,2024-10-24,Henry Taylor,South,Support Plan,Won,Website,12654.76,2,20,48,Enterprise,False,1.9,10123.81
1232,2024-10-25,Grace Wilson,West,Cloud Storage,Won,Referral,29340.12,2,0,37,Small,False,4.3,29340.12
1707,2024-10-25,Bob Smith,Central,Training Package,Won,Website,47238.34,18,20,23,Large,False,3.2,37790.67
1822,2024-10-25,Bob Smith,West,API Access,Won,Trade Show,972.4,9,5,89,Large,False,2.6,923.78
1142,2024-10-26,Emma Davis,North,Premium Subscription,Won,Cold Call,16006.69,3,25,49,Enterprise,False,1.1,12005.02
1718,2024-10-27,Frank Miller,East,Training Package,Lost,Referral,40524.24,13,5,60,Medium,True,3.3,38498.03
1523,2024-10-27,Frank Miller,North,Support Plan,Won,Email Campaign,25793.05,17,5,73,Medium,True,3.3,24503.4
1052,2024-10-27,Henry Taylor,South,Support Plan,Lost,Referral,12507.62,5,10,25,Large,False,3.8,11256.86
1642,2024-10-27,Grace Wilson,South,API Access,Won,Referral,47217.02,2,25,69,Small,False,4.7,35412.76
1156,2024-10-28,Ivy Anderson,South,Hardware Bundle,Won,Social Media,1765.71,2,5,33,Medium,False,2.4,1677.42
1959,2024-10-28,Emma Davis,Central,Premium Subscription,Won,Website,11900.8,4,15,50,Medium,True,3.5,10115.68
1040,2024-10-29,Emma Davis,East,Premium Subscription,Won,Email Campaign,10189.9,13,0,62,Medium,True,1.8,10189.9
1371,2024-10-31,David Brown,South,Cloud Storage,Won,Cold Call,22549.92,10,20,57,Large,False,2.9,18039.94
1486,2024-10-31,David Brown,East,Software License,Lost,Trade Show,15953.5,19,0,60,Large,True,1.8,15953.5
1221,2024-11-01,Grace Wilson,Central,Consulting Hours,Won,Referral,15661.9,19,25,54,Medium,True,3.3,11746.42
1501,2024-11-01,Grace Wilson,South,Premium Subscription,Won,Referral,29379.37,5,0,50,Small,False,2.5,29379.37
1375,2024-11-01,Jack Thompson,Central,Cloud Storage,Won,Trade Show,22636.45,4,0,79,Large,False,3.9,22636.45
1803,2024-11-01,Frank Miller,West,Cloud Storage,Lost,Website,6001.97,18,5,31,Enterprise,True,4.2,5701.87
